3015.4,3057.7,24.7
3023.2,3066,24.707
3025.3,3068.3,24.709
3032.6,3076,24.709
3035.4,3078.9,24.709
3042,3086.1,24.709
3045.3,3089.6,24.709
3051.4,3096,24.709
3055.4,3100.2,24.709
3060.8,3106,24.709
3065.3,3110.8,24.709
3070.2,3116.1,24.709
3075.3,3121.5,24.709
3079.6,3126,24.709
3085.3,3132.1,24.709
3089,3136.1,24.709
3095.3,3142.7,24.709
3098.4,3146,24.709
3105.3,3153.3,24.709
3107.8,3156,24.709
3115.3,3164,24.709
3117.3,3166,24.709
3125.4,3174.6,24.709
3126.6,3176,24.709
3135.3,3185.3,24.709
3136.1,3186,24.709
3145.4,3195.9,24.709
3145.5,3196.1,24.709
3147.5,3198.1,24.709
3154.8,3206,24.709
3155.3,3206.5,24.709
3164.3,3216,24.709
3165.3,3217.2,24.709
3173.6,3226,24.709
3175.3,3227.8,24.709
3183.1,3236,24.709
3185.3,3238.4,24.709
3192.5,3246.1,24.709
3195.3,3249,24.709
3201.9,3256,24.709
3205.3,3259.7,24.709
3211.3,3266,24.709
3215.3,3270.3,24.709
3220.7,3276.1,24.709
3225.3,3280.9,24.709
3230.1,3286,24.709
3235.3,3291.7,24.709
3239.5,3296.1,24.709
3245.4,3302.3,24.709
3248.9,3306,24.709
3255.3,3312.9,24.709
3258.3,3316,24.709
3265.4,3323.5,24.709
3267.7,3326,24.709
3275.3,3334.1,24.709
3277.1,3336,24.709
3285.4,3344.7,24.709
3286.6,3346,24.709
3295.3,3355.4,24.709
3295.9,3356,24.709
3305.2,3366,24.709
3305.3,3366,24.709
3305.3,3366,24.709
3314.7,3376,24.709
3315.3,3376.6,24.709
3324.1,3386,24.709
3325.3,3387.3,24.709
3333.6,3396,24.709
3335.3,3397.9,24.709
3342.9,3406.1,24.709
3345.3,3408.6,24.709
3352.4,3416,24.709
3355.4,3419.2,24.709
3361.7,3426,24.709
3365.3,3429.9,24.709
3371.2,3436,24.709
3375.3,3440.5,24.709
3380.5,3446,24.709
3385.3,3451.1,24.709
3389.9,3456.1,24.709
3395.3,3461.8,24.709
3399.4,3466,24.709
3405.3,3472.4,24.709
3408.7,3476,24.709
3415.3,3483,24.709
3418.2,3486,24.709
3425.3,3493.6,24.709
3427.5,3496,24.709
3435.3,3504.2,24.709
3437,3506,24.709
3445.3,3514.8,24.706
3446.4,3516,24.706
3455.3,3525.6,24.702
3455.7,3526,24.702
3463.1,3533.7,24.7
3465.2,3536,24.7
3465.3,3536.2,24.7
3474.5,3546,24.7
3475.4,3546.8,24.7
3484,3556,24.7
3485.3,3557.5,24.7
3493.4,3566.1,24.7
3495.4,3568.1,24.7
3502.8,3576,24.7
3505.3,3578.7,24.7
3512.2,3586,24.7
3515.4,3589.3,24.7
3521.6,3596,24.7
3525.3,3600,24.7
3531,3606,24.7
3535.3,3610.6,24.726
3540.4,3616.1,24.746
3545.3,3621.2,24.775
3549.8,3626,24.786
3555.3,3631.9,24.808
3559.2,3636.1,24.851
3565.4,3642.5,24.92
3568.7,3646.1,25.05
3575.3,3653.2,25.33
3578,3656,25.446
3585.4,3663.8,25.8
3587.5,3666,25.844
3595.3,3674.4,26.021
3596.8,3676,26.054
3605.3,3685.1,26.245
3606.3,3686,26.265
3615.3,3695.7,26.489
3615.7,3696.1,26.497
3620.8,3701.5,26.611
3625,3706,26.706
3625.3,3706.3,26.711
3634.5,3716,27.141
3635.3,3716.9,27.182
3643.9,3726.1,27.584
3645.3,3727.6,27.652
3653.3,3736,28.033
3655.3,3738.2,28.131
3662.7,3746.1,28.483
3665.3,3748.8,28.609
3672.1,3756,29.174
3675.3,3759.5,29.446
3681.5,3766,30.017
3685.3,3770.1,30.365
3690.9,3776.1,30.562
3695.3,3780.8,30.729
3700.3,3786,30.86
3705.3,3791.4,30.985
3709.7,3796.1,31.114
3715.3,3802,31.275
3719.1,3806,31.395
3725.4,3812.6,31.576
3728.5,3816,31.665
3735.3,3823.3,31.832
3737.9,3826,31.888
3745.4,3833.9,32.014
3747.3,3836,32.025
3755.3,3844.5,32.046
3756.7,3846,32.039
3765.3,3855.2,31.973
3766.1,3856.1,31.972
3775.3,3865.8,31.934
3775.5,3866,31.935
3778.6,3869.2,31.929
3784.9,3876,31.919
3785.3,3876.5,31.918
3794.3,3886,31.962
3795.4,3887.1,31.964
3803.7,3896,32.044
3805.3,3897.7,32.044
3813.1,3906.1,31.955
3815.4,3908.3,31.926
3822.5,3916,31.734
3825.3,3919,31.67
3831.9,3926,31.562
3835.3,3929.6,31.508
3841.4,3936,31.493
3845.3,3940.2,31.476
3850.7,3946,31.456
3855.3,3950.9,31.439
3860.1,3956.1,31.442
3865.3,3961.5,31.455
3869.5,3966,31.453
3875.3,3972.1,31.451
3878.9,3976,31.4
3885.3,3982.7,31.429
3888.4,3986,31.472
3895.3,3993.5,31.61
3897.7,3996,31.691
3905.3,4004.1,31.974
