5694.6,3135.4,23.7
5695.3,3134.7,23.7
5693.9,3136,23.7
5684.2,3144.9,23.784
5685.3,3144,23.7
5683.1,3146.1,23.875
5689.4,3140.1,23.7
5673.9,3154.6,24.698
5675.3,3153.2,24.541
5672.3,3156,24.866
5679.1,3149.8,24.191
5663.5,3164.2,26.151
5665.3,3162.4,25.708
5661.5,3166,26.63
5668.7,3159.4,25.303
5653.1,3173.8,28.398
5655.3,3171.8,28.098
5650.7,3176.1,28.741
5658.3,3169,27.356
5642.7,3183.4,29.889
5645.3,3181,29.542
5639.9,3186,30.264
5647.9,3178.6,29.106
5632.3,3193,31.325
5635.3,3190.3,30.863
5629.1,3196,31.835
5637.5,3188.2,30.553
5621.9,3202.6,32.942
5625.3,3199.5,32.409
5618.2,3206,33.543
5627.2,3197.9,32.124
5611.6,3212.3,34.688
5615.3,3208.7,34.035
5607.5,3216,35.393
5616.8,3207.4,33.791
5601.2,3221.9,36.479
5605.3,3218,35.764
5596.7,3226.1,37.252
5606.4,3217,35.584
5590.8,3231.5,38.195
5595.3,3227.3,37.486
5585.9,3236,38.961
5596,3226.7,37.373
5575.2,3245.9,40.449
5575.3,3245.8,40.428
5575.1,3246.1,40.47
5580.4,3241.1,39.731
5585.3,3236.6,39.045
5585.6,3236.3,39.006
5564.9,3255.5,42.136
5565.3,3255.1,42.047
5564.3,3256,42.21
5570,3250.7,41.346
5554.5,3265.1,43.483
5555.3,3264.3,43.403
5553.5,3266,43.57
5559.6,3260.3,42.863
5544.1,3274.7,44.361
5545.4,3273.6,44.301
5542.7,3276,44.426
5549.3,3270,43.986
5533.7,3284.4,44.815
5535.4,3282.9,44.728
5531.9,3286,44.899
5538.9,3279.5,44.584
5523.3,3294,45.343
5525.3,3292.1,45.211
5521.1,3296,45.475
5528.5,3289.2,45.061
5512.9,3303.6,45.961
5515.3,3301.3,45.808
5510.3,3306,46.108
5518.1,3298.8,45.651
5502.5,3313.2,46.587
5505.4,3310.7,46.385
5499.5,3316,46.811
5507.7,3308.4,46.252
5492.1,3322.8,47.288
5495.3,3319.9,47.096
5488.7,3326.1,47.508
5497.4,3318.1,46.957
5481.8,3332.5,47.887
5485.3,3329.2,47.719
5477.9,3336,48.082
5487,3327.6,47.616
5471.4,3342.1,48.395
5475.3,3338.4,48.207
5467.1,3346,48.64
5476.6,3337.2,48.145
5461,3351.7,48.986
5465.3,3347.8,48.742
5456.4,3356.1,49.257
5466.2,3346.9,48.693
5450.6,3361.3,49.578
5455.3,3357,49.315
5445.5,3366,49.862
5455.8,3356.5,49.284
5435.1,3375.7,50.564
5435.3,3375.5,50.544
5434.8,3376,50.586
5440.2,3370.9,50.165
5445.3,3366.3,49.875
5445.5,3366.2,49.868
5424.7,3385.3,51.29
5425.3,3384.8,51.263
5423.9,3386.1,51.328
5429.9,3380.6,50.925
5414.3,3395,51.771
5415.4,3394,51.73
5413.2,3396,51.831
5419.5,3390.2,51.536
5403.9,3404.6,52.176
5405.4,3403.3,52.166
5402.4,3406,52.188
5409.1,3399.8,51.985
5393.6,3414.3,52.305
5395.3,3412.5,52.279
5391.6,3416,52.334
5398.7,3409.4,52.208
5383.2,3423.8,52.557
5385.3,3421.8,52.508
5380.8,3426,52.611
5388.3,3419,52.404
5372.8,3433.4,52.828
5375.4,3431.1,52.752
5370,3436.1,52.91
5378,3428.7,52.665
5362.4,3443.1,53.157
5365.3,3440.4,53.018
5359.2,3446,53.334
5367.6,3438.3,52.963
5352,3452.7,53.711
5355.3,3449.6,53.539
5348.4,3456,53.923
