X,Y
-0.681415,0.942921
-0.586227,0.892990
-0.489726,0.769166
-0.387854,0.802441
-0.288651,1.001979
-0.190630,1.217673
-0.144249,1.474462
-0.096198,1.500311
-0.003669,1.612024
-0.003821,1.679000
0.096958,1.689169
0.193657,0.974101
0.285608,0.836377
0.381132,0.638638
0.576679,0.783637
