X,Y
-0.680822,0.909851
-0.585654,0.855082
-0.488077,0.731044
-0.388504,0.780234
-0.285747,0.977254
-0.188730,1.181164
-0.142199,1.435533
-0.096412,1.454326
-0.003830,1.572753
-0.003928,1.630490
0.097998,1.642744
0.194272,0.939009
0.284992,0.805686
0.382718,0.593887
0.577203,0.738425
