X,Y,err
0.466121495,34.57214564,0.038551402
0.606308411,24.97988079,0.045560748
0.781542056,14.92238395,0.10864486
0.872663551,10.03971005,0.035046729
0.949766355,7.977986323,0.049065421
0.99182243,4.91938145,0.049065421
1.223130841,2.962106632,0.049065421
1.328271028,1,0.059579439
